id,user_profile_id,correct,question_id,lesson_name,lesson_id,is_external,duration_ms,is_preassessment,timestamp,lesson_type,cloud_learner_id
1670062,530206,True,2,Python_Week7_ControlFlow_Q3b,587,True,106,True,2025-02-27 16:07:55.422788+00:00,TUT,32921
1241959,375217,True,1,Circles And Squares,974,False,33022,False,2024-06-26 20:13:35.457801+00:00,ASM,22295
1241960,375217,True,2,Circles And Squares,974,False,11804,False,2024-06-26 20:13:59.013625+00:00,ASM,22295
1241961,375217,True,3,Circles And Squares,974,False,5649,False,2024-06-26 20:14:06.707724+00:00,ASM,22295
1241962,375217,True,4,Circles And Squares,974,False,7990,False,2024-06-26 20:14:16.756833+00:00,ASM,22295
1242116,375277,True,2,Python_Week2_Basics_Q1a,634,True,95,True,2024-07-03 17:44:16.286587+00:00,TUT,22300
1241302,374949,True,2,Python_Week2_Basics_Q2b,637,True,103,True,2024-06-13 19:27:48.775479+00:00,TUT,22283
1241084,374836,False,2,Python_Week4_Function1_Q4c,564,True,23559,False,2024-06-12 15:35:14.006395+00:00,TUT,22282
1241085,374837,True,2,Python_Week4_Function1_Q4b,563,True,100,True,2024-06-12 15:37:53.322666+00:00,TUT,22282
1241118,374856,True,2,Python_Week3_Bool&String_Q1,669,True,102,True,2024-06-12 16:09:07.146912+00:00,TUT,22282
1241096,374845,False,2,Python_Week2_Basics_Q3,638,True,25557,False,2024-06-12 15:48:02.932226+00:00,TUT,22282
1241097,374845,True,3,Python_Week2_Basics_Q3,638,True,20150,False,2024-06-12 15:48:34.406935+00:00,TUT,22282
1241098,374845,True,4,Python_Week2_Basics_Q3,638,True,21348,False,2024-06-12 15:49:11.417635+00:00,TUT,22282
1241099,374845,True,5,Python_Week2_Basics_Q3,638,True,28584,False,2024-06-12 15:49:57.589366+00:00,TUT,22282
1241100,374845,True,6,Python_Week2_Basics_Q3,638,True,24295,False,2024-06-12 15:50:26.809598+00:00,TUT,22282
1241315,374958,True,2,Python_Week2_Basics_Q8,645,True,154,True,2024-06-13 19:45:05.201916+00:00,TUT,22283
1241924,375206,True,2,So Many Pizzas,990,False,112,True,2024-06-26 19:52:30.075592+00:00,TUT,22295
1239093,374043,True,2,Python_Week2_Basics_Q5b,641,True,100,True,2024-05-27 15:35:03.260448+00:00,TUT,18724
1242200,375337,True,2,Python_Week8_ControlFlow_Q1,583,True,135,True,2024-07-03 20:32:59.369232+00:00,TUT,18724
1241316,374959,True,2,Python_Week3_Bool&String_Q6,676,True,135,True,2024-06-13 19:46:22.015611+00:00,TUT,22283
1243606,377193,False,2,Python_Week2_Basics_Q7,644,True,26374,False,2024-07-31 19:02:55.591243+00:00,TUT,22295
1241921,375203,True,2,Pizza Blocks,1001,False,114,True,2024-06-26 19:47:39.722784+00:00,TUT,22295
1670063,530207,False,2,Python_Week7_ControlFlow_Q4a,588,True,47311,False,2025-02-27 16:09:52.075703+00:00,TUT,32921
1670064,530207,True,3,Python_Week7_ControlFlow_Q4a,588,True,30249,False,2025-02-27 16:10:29.720578+00:00,TUT,32921
1670065,530207,True,4,Python_Week7_ControlFlow_Q4a,588,True,30501,False,2025-02-27 16:11:13.967157+00:00,TUT,32921
1670066,530207,True,5,Python_Week7_ControlFlow_Q4a,588,True,24154,False,2025-02-27 16:11:52.066472+00:00,TUT,32921
1242358,375407,True,2,Python_Week8_ControlFlow_Q1,583,True,131,True,2024-07-04 15:16:12.621752+00:00,TUT,22302
1212674,364876,False,2,Puzzle2 - Q01 - syntax1,634,True,33651,False,2024-03-22 18:08:12.076398+00:00,TUT,18724
1212675,364876,False,3,Puzzle2 - Q01 - syntax1,634,True,24809,False,2024-03-22 18:08:48.073578+00:00,TUT,18724
1212676,364876,True,4,Puzzle2 - Q01 - syntax1,634,True,25613,False,2024-03-22 18:09:31.619591+00:00,TUT,18724
1212677,364876,True,5,Puzzle2 - Q01 - syntax1,634,True,58096,False,2024-03-22 18:10:41.230973+00:00,TUT,18724
1241943,375213,True,1,Fun With Wanda's Friends,957,False,34964,False,2024-06-26 20:05:24.985005+00:00,ASM,22295
